,회사이름,채용공고,회사평점,회사지역,자격요건
300,캡스톤브릿지(주),경영전략컨설턴트 채용(경력3~10년/시니어 및 매니저),2.7,서울,"- 전공무관(공학, 통계 우대)
- 대졸(석박사 우대)
- 보고서 작성 역량, 논리적 사고, 과학기술에 대한 관심자"
301,캡스톤브릿지(주),(전문연구요원 가능) 머신러닝 엔지니어 Machine Learning Engineer,2.7,서울,"- 전공무관(공학, 통계 우대)
- 대졸(석박사 우대)
- 보고서 작성 역량, 논리적 사고, 과학기술에 대한 관심자"
302,(주)몰로코,프로덕트 매니저,4.3,서울,"• Design state-of-the-art machine learning models using Tensorflow for real-world, large-scale problems.
• Construct and maintain data pipelines for model training and serving using Google cloud products such as Apache Beam/Dataflow, BigQuery, and BigTable.
• Develop highly scalable model servers on cloud platforms.
• Work with product, account, and infrastructure engineering teams to define future product roadmaps."
303,(주)자비스앤빌런즈,B2B Sales,3.3,서울,"[입사하시면 경험하실 업무입니다.]

• 문제의 우선순위를 정하고 함께 문제 해결하는 과정을 리딩하여 개선 방안을 도출합니다.
• 삼쩜삼 서비스를 기획하고, 프로젝트를 리딩합니다.
• 설문조사, 인터뷰 등의 고객 피드백을 정리 및 공유하고 인사이트를 도출합니다.
• 서비스/마케팅 성과 지표 및 집계에 필요한 데이터를 설계하고, 분석하여 의사결정에 반영합니다. "
304,(주)스펙터,백엔드개발자,4.0,서울,"✔ 어디 이런 분 없나요?
• B2B 영업 기획/관리 경력 최소 3년 이상이신 분
• 신규고객 발굴/유치를 위한 온오프라인 영업 경험 보유하신 분
• B2B 영업관리 가능하신 분 (영업 KPI 도출/관리, 파트너사 관리 등)
• 원활한 커뮤니케이션 능력을 갖추신 분"
305,월급쟁이부자들(주),High-Speed Interface PHY Circuit 개발,4.7,서울,"- 백엔드 개발 경력 5년 이상
- Java(+8이상) springboot 이용하여 웹 서비스 개발 및 설계가 가능하신 분
- RESTful API 클라이언트 개발 경험이 있으신 분
- 새로운 기술에 관심이 많고 꾸준히 스스로 학습하시는 분
- 긍정적 사고와 커뮤니케이션이 원활하신 분"
306,(주)티엘아이,카피라이터 - 3년 이상,3.0,경기,- Display TCON/Driver IC 용 Gbps급 High-Speed Serial Interface Tx/Rx PHY Circuit 개발
307,매드업(주),Contents PD (QUAT),3.4,서울,"• 디지털 매체 특성을 반영한 DA 및 영상 소재 기획
• 광고 컨셉에 따른 카피라이팅 및 키비주얼 제안
• 광고 효율에 따른 소재 인사이트 도출
• 디지털 캠페인 방향성 기획 및 아이디어 제안 (퍼포먼스 & 브랜딩)
• 마케팅 자동화 플랫폼 Lever 소재기획 업무 지원"
308,(주)렛유인에듀,[렛유인에듀] 온라인 마케터(경력) 모집,2.8,서울,"- 온라인 취업 교육 상품 기획 및 마케팅
- 온라인 프로모션(이벤트) 기획 및 운영
- 자사 매체 운영 및 관리"
309,(주)렛유인에듀,OLED Display Driver IC 개발,2.8,서울,"- 온라인 취업 교육 상품 기획 및 마케팅
- 온라인 프로모션(이벤트) 기획 및 운영
- 자사 매체 운영 및 관리"
310,(주)플렉스이엔엠,UX/UI 서비스 기획자,3.9,서울,"ㆍUI/UX 서비스 기획
ㆍ자사 방송 플랫폼 웹, 앱 화면 설계
ㆍ관련 정책 수립 및 가이드 작성
ㆍ사용자, 관리자 영역 구조 설계
ㆍ트렌드 및 시장 조사 보고
ㆍ서비스 개선사항 도출 및 제안"
311,(주)플렉스이엔엠,[미리캔버스] 프로덕트 매니저 (Product Manager),3.9,서울,"ㆍUI/UX 서비스 기획
ㆍ자사 방송 플랫폼 웹, 앱 화면 설계
ㆍ관련 정책 수립 및 가이드 작성
ㆍ사용자, 관리자 영역 구조 설계
ㆍ트렌드 및 시장 조사 보고
ㆍ서비스 개선사항 도출 및 제안"
312,(주)미리디,Deep Learning Engineer,3.2,서울,"• 프로덕트 매니저로서의 역량 (비전 제시, 목표 달성 능력, 소통 능력, 우선순위 및 일정 관리)
• GA 등 데이터 기반의 분석적 사고 및 문제 해결 능력이 있으신 분
• 디자인씽킹, 애자일, 린스타트업 기반 업무 추진 경험이 있으신 분
• 상용 서비스 출시 및 운영 경험이 있으신 분"
313,(주)플라잎,Service Engineer (기술지원),4.0,경기,"💪 기대하는 역할입니다 (업무내용)

- Deep Learning-Based Computer Vision Solutions 연구 및 개발
    - Object Detection, Instance Segmentation
    - 6D Pose Estimation
    - Semi- , Unsupervised Learning
    - Robotic Grasp Detection
    - Synthetic Data Generation
- Network 최적화 및 경량화"
314,(주)에스투더블유,UX/UI 디자이너,5.0,서울,"· IT/보안 솔루션 제조사에서 3년 이상의 기술지원/서비스 엔지니어 경험 또는 그에 준하는 역량/경험이 있으신 분
· 데이터 검색 도구(Elastic Search 등) 사용 경험이 있으신 분
· 다양한 이해 관계자와의 원활한 협업을 주도할 수 있는 커뮤니케이션 능력을 보유하신 분
· 고객사 지원을 위한 외근·출장 업무가 가능하신 분"
315,월급쟁이부자들(주),[미니창고 다락] 사업 개발 매니저,4.7,서울,"- 3년 이상 프로덕트 디자인 및 개발 협업 경력을 보유한 분
- Figma, Zeplin, AdobeXD 등 디자인 툴이 능숙한 분
- 정량/정성적 데이터를 기반으로 디자인의 방향을 제시하는 분
- 비전 및 목표에 부합하는 UX 디자인 전략 도출"
316,(주)세컨신드롬,[그리팅] CX 매니저 (신입 가능),3.5,서울,"- 자료 리서치 및 전략적 사고/분석에 기반한 사업 개선 사항 및 신규 아이디어 도출
- 임팩트 있는 비즈니스 성장을 위한 가설 수립 및 검증
- 시장 지배력을 높이기 위한 사업 전략 실행 (세일즈 채널 발굴, 파트너십 체결 등)
- 논리적 구조 방식에 따른 보고서 및 프레젠테이션 자료 작성
- 사업 서비스 별 이슈 파악 및 개선 방안 도출
- 경영진 서포트 및 내외부 유관 부서와의 협력 및 조율"
317,(주)두들린,GDAC펀드서비스 기획 리드,4.5,서울,"- 고객과의 최접점에서 채팅 상담을 통해 문의사항을 정확하고 빠르게 해결해요.
- 고객 경험을 개선하기 위해 CS 채널과 고객 가이드(*KMS)의 고도화를 고민해요.
- 지표화된 *VoC를 분석하고, 유의미한 인사이트를 공유해요.
- 고객과의 면밀한 관계를 유지할 수 있도록, Account Managing으로 이어질 기회를 개발해요.

*Knowledge Management System"
318,(주)피어테크,[머니] 백엔드 엔지니어(신규 서비스),3.5,서울,"법인회원 점유율 1위인 디지털 자산 금융기술사 피어테크와 최대규모의 집합투자기구 수탁사인 우리펀드서비스가 함께 합니다.

 • 서비스 기획 / PM 경력 5년이상 
 • 금융기술, 핀테크, 스타트업 관련 경력 5년이상
 • 신속한 실행력을 바탕으로 효율적인 업무 수행력
 • 적극적이고 능동적인 대인관계능력 및 조직관리능력"
319,(주)자비스앤빌런즈,[Output팀] 서버 엔지니어 (경력 3년 이상),3.3,서울,"[입사하시면 경험하실 업무입니다.]

• 삼쩜삼(자비스앤빌런즈)의 금융 신규 웹 서비스를 개발합니다.
• Server API와 데이터 모델링 및 백오피스 시스템을 개발합니다.
• 기존 삼쩜삼 엔지니어와 협업하여 데이터와 회원 정책 연동을 개발합니다.
• 프론트 엔지니어, 데이터 분석가와 협업하며 서비스 사용성을 개선합니다.
• 정기적인 모니터링을 통해 최적화가 가능한 지점을 찾고 개선합니다.

[삼쩜삼 백엔드 팀에서 사용하는 기술스택입니다.]

• Java, Spring Boot, Spring Framework, JPA, Querydsl, Redis, MySQL
• AWS, JUnit, Docker, Jenkins, Git, Github"
320,리디(주),Product Manager(Global),3.4,서울,"만타의 프로덕트 매니저는 만타 제품의 비전과 방향성을 수립하고, 고객의 요구사항에 대한 깊은 이해와 비즈니스에 대한 인사이트를 바탕으로 고객에게 전달해야 하는 가치를 발견합니다. 이를 통해 도출된 솔루션이 고객에게 올바르게 전달될 수 있도록 팀의 협업 과정을 주도합니다.

- 사용자 문제의 우선순위를 결정
- 엔지니어, 디자이너와 함께 대안을 모색하고, 문제를 해결하는 과정을 리드
- 제품 핵심 지표를 설정 및 다양한 실험과 검증을 통한 개선
- 진행된 프로젝트가 사용자의 문제를 잘 해결했는지 수시로 평가
- 제품 관련 사내/외의 다양한 이해관계자와 의견을 조율"
321,리디(주),[반반택시] CX 매니저,3.4,서울,"만타의 프로덕트 매니저는 만타 제품의 비전과 방향성을 수립하고, 고객의 요구사항에 대한 깊은 이해와 비즈니스에 대한 인사이트를 바탕으로 고객에게 전달해야 하는 가치를 발견합니다. 이를 통해 도출된 솔루션이 고객에게 올바르게 전달될 수 있도록 팀의 협업 과정을 주도합니다.

- 사용자 문제의 우선순위를 결정
- 엔지니어, 디자이너와 함께 대안을 모색하고, 문제를 해결하는 과정을 리드
- 제품 핵심 지표를 설정 및 다양한 실험과 검증을 통한 개선
- 진행된 프로젝트가 사용자의 문제를 잘 해결했는지 수시로 평가
- 제품 관련 사내/외의 다양한 이해관계자와 의견을 조율"
322,(주)코나투스,백엔드 개발자,4.7,서울,"• 초급 이상의 Office 활용 능력을 갖추신 분(엑셀 등)
• 맡은 일을 책임감 있게 완수하는 능력을 갖추신 분
• 능동적으로 문제점을 찾고 개선할 수 있는 분"
323,(주)엔라이즈,IT solution Tech Sales,3.5,서울,"• 파이썬에 거부감이 없고 백엔드 개발 경험이 만 3년 혹은 그에 준하는 역량을 갖춘 분 
• RDBMS, NoSQL 등 사용 목적을 이해하고 효율적인 데이터 구조 설계하고 개발한 경험이 있는 분
• 수동적이지 않고 적극적인 커뮤니케이션과 자기 주도적 성향을 가진 분
• 일의 임팩트에 대해 고민하고 몰입해서 문제를 해결하는 것을 좋아하는 분"
324,오케스트로(주),퍼포먼스 마케터,3.5,서울,"- Cloud 인프라 기반 솔루션 기술 영업 
- Hybrid & Multi-Cloud 운영 플렛폼 영업
- IaaS & PaaS 솔루션 기술 영업
- Private Cloud 전환 신규 고객 발굴
- Cloud Data Center 고객 영업
- 기존 고객 Upsell"
325,(주)엘리스,Machine Learning Engineer,3.2,서울,"■ 엘리스트랙 사업 목표에 따른 마케팅 전략을 수립
- 온/오프라인 캠페인을 기획하고 실행합니다.
- 마케팅 컨텐츠를 기획 및 제작합니다.
- 마케팅 데이터 분석을 통하여 인사이트를 도출하고, 효율을 개선합니다.

■ 협업을 통한 캠페인 운영 효율 극대화
- 디지털 매체(SA/DA/SNS/GDN/Youtube 등)를 운영합니다.
- 디자이너, 개발자 등 유관부서와 원활히 커뮤니케이션하며 협업 합니다.
- 부트캠프 모집/홍보 PM과 협업하여 엘리스 트랙 홍보 활동을 진행합니다."
326,(주)아이브,[패스트파이브] BTL 마케팅 기획 담당자(시니어),4.0,서울,"• 공학계열 석사 이상 또는 영상분야 딥러닝 기반 프로젝트 경험 3년 이상

• 논문 reproduce에 능숙하신 분

• 아래의 분야에 대한 경험 1개 이상의 전문지식 보유

• object detection

• segmentation

• anomaly detection

• model compression"
327,패스트파이브,AI반도체 마케팅,3.6,서울,"- 광고주의 브랜드 / 서비스 / 제품에 맞는 오프라인 이벤트 기획 및 실행
- 신규 광고주 유치 및 제안 작업과 전략 수립
- 프로젝트 별 예산 계획 및 견적 작업
- 광고주 커뮤니케이션"
328,(주)딥엑스,UX/UI 디자이너 (Lead),4.0,경기,"• 기술마케팅 및 커뮤니케이션 실무역량을 갖춘 분
• 홍보기사 및 소개문서 기획 역량을 갖춘 분
• 포토샵 또는 일러스트레이터 활용이 가능한 분
• AI기술 및 미래산업 트렌드에 대한 높은 이해와 관심이 있는 분
• 주도적이고 적극적인 업무성향으로 높은 친화력과 커뮤니케이션 스킬을 갖춘 "
329,월급쟁이부자들(주),글로벌 소싱 Manager,4.7,서울,"- 7년 이상 프로덕트 디자인 및 개발 협업 경력을 보유하신 분 / 포트폴리오 필수 첨부
- Figma, Zeplin, AdobeXD 등 디자인 툴이 능숙하신 분
- 정량/정성적 데이터를 기반으로 디자인의 방향을 제시하시는 분
- 비전 및 목표에 부합하는 UX디자인 전략 도출
- 포트폴리오 제출 필수"
330,(주)미리디,[미리캔버스] Jr. 프로덕트 매니저 (PM/PO),3.2,서울,"• 프로덕트 매니저로서의 역량과 비전이 있으신 분 (비전 제시, 목표 달성 능력, 소통 능력, 우선순위 및 일정 관리)
• GA 등 데이터 기반의 분석적 사고 및 문제 해결 능력이 있으신 분
• 상용 서비스 출시 및 운영에 참여해 보신 경험이 있으신 분
• 적극적인 소통과 일을 되게 하기 위한 집념을 가지고 계신 분"
331,(주)모비데이즈,[CEO Office 2 그룹] 신사업기획 매니저,3.0,서울,"• 제도 기획 및 운영 업무 경험 있는 분
• Team building 경험 또는 Team managing 경험이 있으신 분
• 비즈니스 문제해결역량이 뛰어나고 유관 경험을 보유하신 분
• 데이터, 주요지표를 통한 의사결정 경험과 뛰어난 분석, 꼼꼼한 계획 및 추론에 특화되신 분"
332,(주)모비데이즈,[CATCHFASHION] MD,3.0,서울,"• 제도 기획 및 운영 업무 경험 있는 분
• Team building 경험 또는 Team managing 경험이 있으신 분
• 비즈니스 문제해결역량이 뛰어나고 유관 경험을 보유하신 분
• 데이터, 주요지표를 통한 의사결정 경험과 뛰어난 분석, 꼼꼼한 계획 및 추론에 특화되신 분"
333,(주)스마일벤처스,[미스터카멜]  Product Owner ,2.7,서울,"• 학력 : 대졸 이상 
• 직무 관련 기대 요건
  : E-커머스 쇼핑을 즐기며, 최신 트랜드에 대한 분석 역량이 높은 분
  : 명품 E-커머스 이해도가 높은 분 
  : 데이터 분석 및 가격 비교 능력 우수한 분
  : 커뮤니케이션 능력 우수한 분
  : 유연한 사고 가능 한 분"
334,(주)더안코어컴퍼니,입점 영업 및 제휴,4.0,서울,"- 카멜 Product의 기획, 디자인, 개발 및 출시 전과정을 리드
- 서비스 지표 상승 및 문제 해결을 위한 Product 전략의 도출
- 사업 전략에 따른 우선순위 도출 및 구현을 통한 서비스 고도화
- 가설 수립 및 실험을 통한 가설검증을 통한 제품 최적화"
